City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,ostrow mazowiecka,52.8024,21.8951,11.39,84,23,1.3,PL,1684710232
366,grand-bassam,5.2118,-3.7388,27.98,90,100,0.9,CI,1684710232
367,exu,-7.5119,-39.7242,24.14,68,98,1.69,BR,1684710233
368,whangarei,-35.7317,174.3239,16.7,82,72,3.0,NZ,1684710233
369,kirkland lake,48.1446,-80.0377,11.16,32,16,3.09,CA,1684710233
370,harper,4.375,-7.7169,26.6,82,65,2.2,LR,1684710233
371,ta`u,-14.2336,-169.5144,27.99,77,79,5.63,AS,1684710234
372,nadvoitsy,63.8667,34.3167,10.81,70,99,1.32,RU,1684710234
373,lerwick,60.1545,-1.1494,6.0,79,38,1.69,GB,1684710057
374,nawabganj,24.5911,88.271,26.03,78,0,4.5,BD,1684710234
375,santa fe,-31.6333,-60.7,19.45,86,100,1.34,AR,1684710126
376,greymouth,-42.4667,171.2,10.63,79,100,2.67,NZ,1684710235
377,sulecin,52.4443,15.1168,17.72,77,60,3.74,PL,1684710235
378,xuanzhou,30.9525,118.7553,15.23,81,100,2.48,CN,1684710235
379,mossel bay,-34.1831,22.146,9.96,64,95,1.15,ZA,1684710235
380,sidi ifni,29.3797,-10.173,17.02,82,14,4.99,MA,1684710236
381,altai,46.3722,96.2583,7.77,34,100,5.98,MN,1684710236
382,afaahiti,-17.75,-149.2833,29.93,74,1,2.14,PF,1684710236
383,vilyuysk,63.7553,121.6247,0.15,45,7,4.86,RU,1684710029
384,vinh,18.6667,105.6667,28.49,68,9,1.53,VN,1684710236
385,sao miguel do tapuio,-5.5036,-41.3233,28.34,52,97,2.9,BR,1684710237
386,laguna,38.421,-121.4238,33.52,35,0,1.54,US,1684710237
387,sabha,27.0377,14.4283,23.57,17,0,2.77,LY,1684710237
388,camiri,-20.05,-63.5167,23.88,78,75,0.0,BO,1684710237
389,kosh-agach,50.0,88.6667,3.42,81,100,1.42,RU,1684710238
390,kudahuvadhoo,2.6708,72.8944,28.06,75,94,3.34,MV,1684710238
391,nizhnesortymskiy,62.4397,71.7603,6.7,78,5,4.1,RU,1684710183
392,aitape,-3.1374,142.3475,26.73,77,95,1.35,PG,1684710238
393,gali,42.6265,41.7381,14.3,93,98,1.03,GE,1684710239
394,tottori,35.5,134.2333,19.04,82,75,2.06,JP,1684710035
395,tarfaya,27.9358,-12.9218,18.87,76,0,5.12,MA,1684710239
396,taulaga,-11.0553,-171.0883,28.45,77,66,5.6,AS,1684710239
397,cabugao,17.7931,120.4578,29.94,77,8,1.9,PH,1684710240
398,pechora,65.1472,57.2244,6.91,66,59,1.86,RU,1684710240
399,boticas,41.6758,-7.716,10.64,71,81,1.91,PT,1684710240
400,vila franca do campo,37.7167,-25.4333,17.23,76,56,3.87,PT,1684710240
401,enriquillo,17.9,-71.2333,29.82,78,50,1.9,DO,1684710241
402,tura,25.5198,90.2201,19.5,90,10,1.06,IN,1684710216
403,naters,46.3254,7.9891,14.21,79,90,2.77,CH,1684710241
404,tofol,5.3248,163.0078,29.88,79,75,1.54,FM,1684710241
405,baoqing,46.3317,132.2111,11.77,74,86,4.24,CN,1684710242
406,sitka,57.0531,-135.33,12.94,54,40,7.2,US,1684710242
407,yanchep,-31.55,115.6833,15.07,47,86,4.69,AU,1684710242
408,sisimiut,66.9395,-53.6735,-1.06,75,50,1.84,GL,1684710242
409,banda aceh,5.5577,95.3222,27.05,79,59,3.8,ID,1684710243
410,vershino-darasunskiy,52.35,115.5167,12.51,34,14,1.39,RU,1684710243
411,morondava,-20.2833,44.2833,22.1,64,26,4.53,MG,1684710243
412,mawu,29.5923,107.3139,14.16,94,100,2.26,CN,1684710243
413,lashio,22.9333,97.75,17.71,72,0,0.39,MM,1684710244
414,saacow,1.6279,42.4407,24.15,90,71,2.73,SO,1684710244
415,antofagasta,-23.65,-70.4,17.6,87,31,5.37,CL,1684710011
416,north battleford,52.7834,-108.2847,23.0,49,0,6.17,CA,1684710031
417,acarau,-2.8856,-40.12,26.06,87,78,4.47,BR,1684710245
418,manastirea,44.2167,26.9,16.12,90,86,3.53,RO,1684710245
419,madona,56.8533,26.217,9.49,74,11,1.72,LV,1684710245
420,papao,-17.75,-149.55,30.82,75,1,3.92,PF,1684710245
421,ust'-donetskiy,47.6419,40.8718,15.71,64,100,3.59,RU,1684710245
422,gobabis,-22.45,18.9667,15.4,30,0,2.42,,1684710246
423,hirara,24.8,125.2833,26.92,94,100,6.17,JP,1684710246
424,burutu,5.3509,5.5076,26.34,86,100,2.2,NG,1684710246
425,boa vista,2.8197,-60.6733,26.99,83,75,0.51,BR,1684710246
426,salanso,12.1833,-4.0833,30.97,46,100,2.67,BF,1684710247
427,callao,-12.0667,-77.15,23.73,73,100,4.12,PE,1684709460
428,berdigestyakh,62.0989,126.6992,-0.75,57,98,5.61,RU,1684710247
429,vrangel',42.7297,133.0839,11.62,76,2,3.69,RU,1684710247
430,annino,59.7706,30.0561,9.87,81,0,0.0,RU,1684710248
431,alo,7.4178,6.7371,25.87,89,75,1.17,NG,1684710248
432,opole,50.5,18.0,15.78,83,95,3.15,PL,1684710248
433,hami,42.8,93.45,22.81,21,100,3.96,CN,1684710248
434,xinyang,32.1228,114.0656,13.03,87,100,4.43,CN,1684710248
435,la sarre,48.8002,-79.1996,7.96,40,3,4.37,CA,1684710143
436,namibe,-15.1961,12.1522,20.51,77,0,2.47,AO,1684710249
437,gao,16.6362,1.637,34.53,15,97,4.02,ML,1684710132
438,karaidel',55.8337,56.9069,10.6,50,26,0.82,RU,1684710249
439,udachny,66.4167,112.4,-0.86,50,72,2.48,RU,1684710250
440,port douglas,-16.4833,145.4667,23.45,61,64,7.19,AU,1684710250
441,bogatic,44.8375,19.4806,16.06,70,27,1.91,RS,1684710250
442,galliano,29.4422,-90.2992,29.0,65,0,2.57,US,1684710251
443,pangkalanbuun,-2.6833,111.6167,23.57,95,71,0.86,ID,1684710099
444,patacamaya,-17.2333,-67.9167,9.0,20,0,4.54,BO,1684710251
445,lizzano,40.391,17.4476,17.98,79,73,2.0,IT,1684710251
446,linxia chengguanzhen,35.6003,103.2064,8.8,64,100,0.67,CN,1684710200
447,tutoia,-2.7619,-42.2744,25.87,87,72,2.95,BR,1684710252
448,coahuayana de hidalgo,18.7,-103.6583,32.34,57,10,2.97,MX,1684710252
449,onsala,57.4253,12.029,14.77,91,7,0.89,SE,1684710252
450,labytnangi,66.6572,66.4183,3.49,82,72,2.11,RU,1684710252
451,saudarkrokur,65.7461,-19.6394,3.67,67,99,7.91,IS,1684710253
452,bintulu,3.1667,113.0333,26.23,100,20,2.68,MY,1684710253
453,nuestra senora del rosario de caa cati,-27.7507,-57.6207,16.96,96,100,4.57,AR,1684710253
454,degerfors,59.238,14.4308,13.6,72,67,1.81,SE,1684710253
455,nueva gerona,21.8833,-82.8,30.93,54,4,2.03,CU,1684710254
456,la leonesa,-27.0379,-58.7035,18.01,98,99,2.07,AR,1684710244
457,bubaque,11.2833,-15.8333,27.37,74,87,4.05,GW,1684710254
458,grand-lahou,5.1367,-5.0242,26.27,87,99,2.26,CI,1684710254
459,aripuana,-9.1667,-60.6333,27.78,64,99,0.45,BR,1684710255
460,anderstorp,58.8833,14.2833,13.49,76,42,2.66,SE,1684710255
461,betio village,1.358,172.9211,29.02,76,79,3.54,KI,1684710255
462,saqqez,36.2499,46.2735,13.93,64,78,2.13,IR,1684710255
463,mehndawal,26.9753,83.1117,28.26,45,0,5.68,IN,1684710256
464,wanning,18.8003,110.3967,27.49,91,6,5.01,CN,1684710256
465,ambalangoda,6.2355,80.0538,26.66,83,19,2.85,LK,1684710256
466,ambon,-3.6954,128.1814,26.08,83,40,1.54,ID,1684709964
467,baukau,51.5526,7.2042,18.96,76,81,1.79,DE,1684710256
468,pratapgarh,24.0333,74.7833,28.85,34,2,5.18,IN,1684709781
469,sao gabriel,-30.3364,-54.32,16.51,90,100,2.03,BR,1684710257
470,la romana,18.4273,-68.9728,23.2,100,100,0.0,DO,1684710257
471,chipata,-13.6333,32.65,18.5,64,77,1.76,ZM,1684710257
472,uren',57.4552,45.7852,13.63,89,78,2.28,RU,1684710258
473,ngama,11.7833,17.1667,32.88,34,84,3.36,TD,1684710258
474,saynshand,44.8824,110.1163,12.21,43,2,3.6,MN,1684710258
475,nova vicosa,-17.8919,-39.3719,23.01,69,40,4.62,BR,1684710258
476,beira,-19.8436,34.8389,22.05,91,1,2.63,MZ,1684710259
477,bizerte,37.2744,9.8739,18.0,82,40,5.14,TN,1684710259
478,lan krabue,16.6,99.8489,28.35,68,44,2.24,TH,1684710259
479,gilgit,35.9221,74.3087,18.59,40,19,1.82,PK,1684710259
480,yamada,39.4667,141.95,17.1,70,100,1.67,JP,1684710260
481,zhezqazghan,47.7833,67.7667,13.09,57,16,4.25,KZ,1684710260
482,muli,2.9167,73.5667,28.08,74,94,2.76,MV,1684710260
483,piscu,45.5,27.7333,14.65,90,77,5.26,RO,1684710260
484,thabazimbi,-24.5917,27.4116,14.03,34,0,1.14,ZA,1684710261
485,cherlak,54.155,74.8055,13.95,55,100,3.16,RU,1684710261
486,hobyo,5.3505,48.5268,27.74,81,57,6.95,SO,1684710261
487,puerto deseado,-47.7503,-65.8938,9.37,65,47,10.63,AR,1684710105
488,kitob,39.0843,66.8332,22.26,31,87,2.17,UZ,1684710261
489,punta cana,18.5818,-68.4043,21.87,100,100,2.57,DO,1684710262
490,morehead city,34.7229,-76.726,21.12,79,100,3.6,US,1684710262
491,polyarnyy,69.1989,33.4478,7.86,90,100,6.11,RU,1684710132
492,hakodate,41.7758,140.7367,14.17,77,75,3.6,JP,1684710262
493,fernley,39.608,-119.2518,27.64,46,31,11.07,US,1684710263
494,todos santos,23.45,-110.2167,21.36,73,0,3.75,MX,1684710263
495,chandler,33.3062,-111.8412,38.67,15,3,1.79,US,1684709956
496,coquimbo,-29.9533,-71.3436,14.85,82,20,4.12,CL,1684710025
497,mandan,46.8267,-100.8896,27.98,41,0,0.0,US,1684710264
498,san mariano,7.5,126.0,24.97,89,99,0.27,PH,1684710264
499,oamaru,-45.0784,170.9801,9.65,91,96,2.71,NZ,1684710264
500,pathein,16.7833,94.7333,26.74,85,9,2.63,MM,1684710264
501,ayabaca,-4.6398,-79.7149,11.35,98,91,1.57,PE,1684710265
502,reggane,26.7158,0.1714,27.32,8,0,5.59,DZ,1684710265
503,singtam,27.2333,88.5,20.26,73,26,1.5,IN,1684710265
504,nishinoomote,30.7333,131.0,21.03,78,61,5.44,JP,1684710265
505,bandon,51.7469,-8.7425,14.77,97,100,3.48,IE,1684710265
506,nantucket,41.2835,-70.0995,18.38,82,0,5.14,US,1684710124
507,waingapu,-9.6567,120.2641,23.84,83,15,4.91,ID,1684710266
508,igarka,67.4667,86.5833,1.43,97,100,3.89,RU,1684710113
509,jeddah,21.5169,39.2192,25.92,53,0,2.06,SA,1684710266
510,capao bonito,-24.0058,-48.3494,13.46,77,99,1.3,BR,1684710266
511,saint-philippe,-21.3585,55.7679,22.77,76,21,2.17,RE,1684709808
512,arafat,21.3594,39.9664,28.17,26,25,0.95,SA,1684710267
513,marsciano,42.9059,12.3359,17.43,78,34,1.08,IT,1684710267
514,shagonar,51.5333,92.8,9.04,56,100,2.25,RU,1684710267
515,kuruman,-27.4524,23.4325,10.38,30,5,3.32,ZA,1684710268
516,kidal,18.4411,1.4078,35.44,13,21,3.55,ML,1684710268
517,es castell,39.8795,4.2854,16.38,100,75,3.09,ES,1684710268
518,datong,40.0936,113.2914,10.11,49,0,5.23,CN,1684710269
519,erdaojiang,41.7764,126.0319,13.57,55,0,0.19,CN,1684710269
520,dwarka,22.2394,68.9678,27.98,78,11,5.91,IN,1684710269
521,les cayes,18.2,-73.75,27.57,72,19,2.28,HT,1684710269
522,elk city,35.412,-99.4043,24.38,46,0,3.09,US,1684710254
523,broken hill,-31.95,141.4333,9.26,73,0,3.73,AU,1684710270
524,holmsund,63.706,20.3641,5.53,86,0,1.34,SE,1684710270
525,luwingu,-10.2621,29.9271,15.87,66,81,2.06,ZM,1684710270
526,malango,-2.9627,119.9001,20.6,97,99,0.52,ID,1684710271
527,choyr,46.3611,108.3611,6.76,58,2,2.4,MN,1684710271
528,el tocuyo,9.7873,-69.7937,22.32,95,100,2.15,VE,1684710271
529,lushun,38.8,121.2667,16.12,58,35,3.25,CN,1684710271
530,smithers,54.7804,-127.1743,18.18,45,75,6.69,CA,1684710271
531,pokhvistnevo,53.6524,52.1274,12.78,54,3,2.6,RU,1684710272
532,labrador city,52.9463,-66.9114,0.95,60,100,6.69,CA,1684710272
533,toba,34.4833,136.85,22.0,78,51,3.63,JP,1684710272
534,taroa,8.7058,171.2275,27.87,83,70,6.27,MH,1684710273
535,mirnyy,62.5353,113.9611,0.69,47,9,4.02,RU,1684710273
536,gewane,10.1664,40.6453,28.18,53,88,2.12,ET,1684710273
537,mata-utu,-13.2816,-176.1745,28.61,77,63,5.87,WF,1684710273
538,sallisaw,35.4604,-94.7875,23.94,58,0,2.06,US,1684710006
539,barbacoas,1.6715,-78.1398,24.87,91,100,2.01,CO,1684710026
540,nadi,-17.8,177.4167,29.0,70,40,0.0,FJ,1684710168
541,geraldton,-28.7667,114.6,13.23,50,2,8.23,AU,1684710131
542,tete,-16.1564,33.5867,21.84,70,0,1.3,MZ,1684710274
543,yung shue wan,22.2333,114.1167,29.63,83,7,0.45,HK,1684710254
544,nikolayevsk-on-amure,53.1406,140.73,7.15,76,100,2.05,RU,1684710275
545,pimentel,-6.8367,-79.9342,25.16,73,75,7.2,PE,1684710275
546,brookings,44.3114,-96.7984,27.19,41,20,3.09,US,1684710183
547,puente alto,-33.6167,-70.5833,13.3,71,75,1.54,CL,1684710275
548,ranot,7.7777,100.3213,27.34,82,81,3.77,TH,1684710275
549,kiunga,-6.1219,141.2906,24.79,84,91,1.87,PG,1684710276
550,nouadhibou,20.931,-17.0347,18.99,72,100,7.2,MR,1684710040
551,naifaru,5.4444,73.3657,28.43,75,83,2.98,MV,1684710276
552,saint helier,49.188,-2.1049,13.58,1,40,2.57,JE,1684709920
553,guiratinga,-16.3494,-53.7583,21.42,48,1,2.41,BR,1684710277
554,sychevka,55.8252,34.2736,6.33,95,7,1.57,RU,1684710277
555,novaya lyalya,59.055,60.599,11.47,78,80,1.36,RU,1684710277
556,nova mayachka,46.6,33.2271,13.92,87,100,3.02,UA,1684710277
557,redcliff,-19.0333,29.7833,14.7,50,28,2.48,ZW,1684710278
558,woolgoolga,-30.1106,153.2007,15.93,55,2,5.1,AU,1684709912
559,thunder bay,48.4001,-89.3168,12.99,47,40,4.12,CA,1684710226
560,pancas,-19.225,-40.8514,18.32,85,59,1.47,BR,1684710278
561,nanao,37.05,136.9667,22.32,76,100,1.37,JP,1684710278
562,howard springs,-12.497,131.047,19.34,38,1,4.49,AU,1684710278
563,aswan,24.0934,32.907,31.61,12,0,1.03,EG,1684710279
564,emerald,-23.5333,148.1667,16.3,47,0,7.85,AU,1684710279
565,turpan,42.9333,89.1667,21.81,38,40,1.83,CN,1684710176
566,puerto leguizamo,-0.1934,-74.7819,26.49,83,85,1.29,CO,1684710032
567,mizan teferi,6.9833,35.5833,17.96,84,100,1.89,ET,1684710279
568,mili,6.0815,171.735,28.74,81,99,7.31,MH,1684710280
569,kourou,5.1552,-52.6478,26.03,93,100,3.58,GF,1684710008
570,tual,-5.6667,132.75,27.1,83,100,10.47,ID,1684710280
571,bezopasnoye,45.6483,41.936,14.86,80,100,4.06,RU,1684710280
572,christchurch,-43.5333,172.6333,11.62,88,79,1.34,NZ,1684709713
573,la gi,10.6667,107.7833,26.94,82,100,2.25,VN,1684710281
574,kendari,-3.945,122.4989,24.42,89,97,1.07,ID,1684710281
575,beyla,8.6833,-8.6333,21.13,96,96,1.15,GN,1684710281
576,santiago de cao,-7.9589,-79.2392,23.07,78,76,3.6,PE,1684710281
577,bardai,11.65,7.2333,23.27,85,100,6.96,NG,1684710287
578,sala,34.0389,-6.8166,15.97,82,40,3.09,MA,1684710024
